animal,urban,humanDisturbed,UTI,tolerance,invasion.potential,Brain,Body,broodValue,HA,DA
Numenius_tahitiensis,0,0,NA,NA,NA,3.54,401,-1.319640354,NA,NA
Numenius_tenuirostris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Limicola_falcinellus,0,0,NA,NA,NA,0.7175,34.2,NA,NA,NA
Philomachus_pugnax,0,1,NA,NA,NA,1.75,180,-1.084676797,NA,NA
Calidris_canutus,0,0,NA,NA,NA,1.1625,134.75,-1.389682794,NA,NA
Aphriza_virgata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Calidris_tenuirostris,0,0,NA,NA,NA,1.54375,147.5,NA,NA,NA
Calidris_subminuta,0,0,NA,NA,NA,0.6,29,NA,NA,NA
Calidris_temminckii,0,1,NA,NA,NA,NA,NA,-1.358570585,NA,NA
Calidris_bairdii,0,0,NA,NA,NA,0.71,38.1,NA,NA,NA
Tryngites_subruficollis,0,1,NA,NA,NA,1.0325,75.6,NA,NA,NA
Calidris_fuscicollis,0,0,NA,NA,NA,0.787291667,40.66666667,-0.777144572,NA,NA
Calidris_alba,0,0,NA,NA,NA,1.03,63.46666667,-1.395835866,NA,NA
Calidris_acuminata,0,0,NA,NA,NA,0.9925,81.55833333,NA,NA,NA
Calidris_melanotos,0,0,NA,NA,NA,1.030833333,71.45,-0.690442258,NA,NA
Calidris_minuta,0,0,NA,NA,NA,0.5375,22.6,-1.403882871,NA,NA
Calidris_himantopus,0,0,NA,NA,NA,0.9645,69.1725,-0.957713813,NA,NA
Calidris_minutilla,0,0,0.006947918768796857,"NA",NA,0.550416667,25.24166667,-1.175688868,0.464285714285714,0
Calidris_mauri,0,0,NA,NA,NA,0.6345,26.0325,-0.855653905,NA,NA
Calidris_pusilla,0,0,NA,NA,NA,0.54125,26.3375,-1.262833204,NA,NA
Calidris_ruficollis,0,0,NA,NA,NA,0.658,29.605,NA,NA,NA
Calidris_ptilocnemis,0,0,NA,NA,NA,1.17,82.1,-0.801136625,NA,NA
Calidris_maritima,0,0,NA,NA,NA,1.09,72.88,-1.249402204,NA,NA
Calidris_alpina,0,1,NA,NA,NA,1.0025,56.93333333,-1.432490061,NA,NA
Calidris_ferruginea,0,0,NA,NA,NA,0.98,60.30833333,NA,NA,NA
Eurynorhynchus_pygmeus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Arenaria_interpres,0,0,NA,"NA",NA,1.316666667,95.76666667,-1.30719883,0.464285714285714,0.16
Arenaria_melanocephala,0,0,NA,NA,NA,1.545,121.8833333,NA,NA,NA
Tringa_erythropus,0,0,NA,NA,NA,1.8,158,-0.88001904,NA,NA
Tringa_nebularia,0,0,NA,NA,NA,1.9,157.5,-1.360026116,NA,NA
Tringa_guttifer,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tringa_melanoleuca,0,0,NA,NA,NA,1.804166667,190.1666667,NA,NA,NA
Tringa_flavipes,0,0,NA,NA,NA,1.078333333,82.44,-0.591373885,NA,NA
Catoptrophorus_semipalmatus,0,0,NA,NA,NA,2.335714286,249.5214286,-1.025305865,NA,NA
Tringa_glareola,0,0,-0.1939206926373065,NA,NA,0.98,65,-1.024736334,NA,NA
Tringa_totanus,0,1,NA,NA,NA,1.566666667,119.75,-1.413463292,NA,NA
Tringa_stagnatilis,0,0,-0.09485553101267863,NA,NA,1.0175,72.5,-0.785329835,NA,NA
Heteroscelus_brevipes,0,0,NA,NA,NA,1.321875,126.25,NA,NA,NA
Heteroscelus_incanus,0,0,NA,"NA",NA,1.29125,116.1625,NA,0.375,0.16
Tringa_solitaria,0,0,-0.007138638286801502,"NA",NA,0.824166667,52.08333333,NA,0.416666666666667,0.16
Tringa_ochropus,0,1,NA,NA,NA,1.09,71.4,-1.02061434,NA,NA
Actitis_hypoleucos,0,1,-0.027388768678557218,"NA",NA,0.87,52.33333333,-1.113711249,0.466666666666667,0.33
Actitis_macularius,0,0,-0.007571265496317814,"NA",NA,0.679375,48.2375,-1.438783886,0.45,0.16
Xenus_cinereus,0,0,NA,NA,NA,1.035,66,NA,NA,NA
Phalaropus_lobatus,0,0,-0.06859279146561148,NA,NA,0.4375,35.31666667,-1.251384656,NA,NA
Phalaropus_fulicarius,0,0,NA,NA,NA,0.555,49.4,-0.84509804,NA,NA
Steganopus_tricolor,0,0,NA,NA,NA,0.649,61.02,NA,NA,NA
Scolopax_rosenbergii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scolopax_saturata,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scolopax_rusticola,0,1,-0.006644542718668323,"NA",NA,2.88,308.33,-1.465971149,0.375,0.24
Scolopax_rochussenii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scolopax_celebensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scolopax_minor,0,0,NA,NA,NA,1.945,178.775,-1.300667933,NA,NA
Scolopax_mira,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Scolopax_bukidnonensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_andina,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_gallinago,0,0,-0.4054651081081644,NA,NA,1.44375,86.7375,-1.235177545,NA,NA
Gallinago_nemoricola,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_jamesoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_undulata,0,0,NA,NA,NA,2.8875,285,NA,NA,NA
Gallinago_nobilis,0,0,NA,NA,NA,2.2,176,NA,NA,NA
Gallinago_imperialis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_media,0,1,NA,NA,NA,1.86,170.5,NA,NA,NA
Gallinago_stenura,0,0,NA,NA,NA,1.55,113,NA,NA,NA
Gallinago_macrodactyla,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_megala,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_hardwickii,0,1,NA,NA,NA,2,135.45,NA,NA,NA
Gallinago_solitaria,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_paraguaiae,0,1,-0.04449523988655102,avoider,NA,NA,NA,NA,0.25,0
Gallinago_nigripennis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gallinago_stricklandii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coenocorypha_aucklandica,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Coenocorypha_pusilla,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Limnodromus_semipalmatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Limnodromus_griseus,0,0,NA,NA,NA,1.405,113.5,-1.08941434,NA,NA
Limnodromus_scolopaceus,0,0,NA,NA,NA,1.3625,91.79464286,NA,NA,NA
Limosa_fedoa,0,0,-0.013245226750020489,NA,NA,2.7625,342.96875,-1.027689298,NA,NA
Limosa_haemastica,0,0,NA,NA,NA,2.3125,245.35,NA,NA,NA
Limosa_limosa,1,1,NA,NA,NA,2.9,291,-1.334174436,NA,NA
Limosa_lapponica,0,0,NA,NA,NA,2.839583333,313.275,-1.504772861,NA,NA
Lymnocryptes_minimus,0,0,NA,NA,NA,1,50.2,-1.354853722,NA,NA
Pluvianus_aegyptius,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Pluvialis_dominica,0,1,NA,NA,NA,1.819166667,149.186,-1.078678199,NA,NA
Pluvialis_fulva,0,1,NA,"NA",NA,1.65,145,NA,0.454545454545455,0.24
Pluvialis_apricaria,0,1,NA,NA,NA,2.225,212.9325,-1.052544375,NA,NA
Pluvialis_squatarola,0,0,-0.11712068438362855,"NA",NA,2.56875,234.7375,-1.372400578,0.4375,0.23
Charadrius_sanctaehelenae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_collaris,0,0,NA,NA,NA,0.8,28.3,NA,NA,NA
Charadrius_asiaticus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_falklandicus,0,0,NA,NA,NA,1.166666667,70.53333333,NA,NA,NA
Charadrius_alticola,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_australis,0,0,NA,NA,NA,1.15,81,NA,NA,NA
Charadrius_wilsonia,0,0,NA,NA,NA,1.025,65.75,NA,NA,NA
Charadrius_placidus,0,1,NA,NA,NA,1.12,62.7,NA,NA,NA
Charadrius_veredus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_leschenaultii,0,0,NA,NA,NA,1.2875,68.5,NA,NA,NA
Charadrius_mongolus,0,1,NA,NA,NA,1.138333333,63.73833333,NA,NA,NA
Charadrius_tricollaris,0,0,NA,NA,NA,0.8,148,NA,NA,NA
Charadrius_montanus,0,1,NA,NA,NA,NA,NA,-1.254601646,NA,NA
Charadrius_alexandrinus,0,0,-0.008860628432196371,"NA",NA,0.889666667,36.95,-1.432334513,0.470588235294118,0
Charadrius_marginatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_ruficapillus,0,0,NA,NA,NA,0.835,46.15,NA,NA,NA
Charadrius_javanicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_bicinctus,0,1,NA,NA,NA,1.1025,62.6,NA,NA,NA
Anarhynchus_frontalis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Erythrogonys_cinctus,0,0,NA,NA,NA,1.05,50,NA,NA,NA
Vanellus_lugubris,0,1,NA,NA,NA,2.2,121,NA,NA,NA
Vanellus_gregarius,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_coronatus,1,1,0.17980504083865378,avoider,NA,2.233333333,196,NA,0.45,0
Vanellus_melanocephalus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_tectus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_cayanus,0,0,NA,NA,NA,1.625,88.75,NA,NA,NA
Vanellus_spinosus,0,1,-0.005982071677547385,NA,NA,NA,NA,-1.512550993,NA,NA
Vanellus_miles,1,1,0.03345538995544395,exploiter,NA,2.89375,335.0833333,-1.184691431,0.416666666666667,0.17
Vanellus_resplendens,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_albiceps,0,0,NA,NA,NA,2.47,192,NA,NA,NA
Vanellus_tricolor,0,1,NA,NA,NA,2.393303571,270.8035714,NA,NA,NA
Vanellus_vanellus,0,1,NA,"NA",NA,2.15,180.4,-1.351914379,0.4,0
Vanellus_melanopterus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_superciliosus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_duvaucelii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_crassirostris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_chilensis,0,1,-0.17569573706372882,avoider,NA,2.4,327,NA,0.333333333333333,0.09
Vanellus_senegallus,1,1,-0.004987541511038973,avoider,NA,2.475,264.5,NA,0.464285714285714,0.09
Vanellus_malarbaricus,0,1,-0.10705907229340772,avoider,NA,NA,NA,NA,0.333333333333333,0
Vanellus_armatus,0,1,0,avoider,NA,1.94375,165.875,NA,0.464285714285714,0
Vanellus_leucurus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Vanellus_indicus,0,1,-0.0889262091944012,avoider,NA,NA,NA,NA,0.4,0
Vanellus_cinereus,0,1,NA,NA,NA,2.8,270,NA,NA,NA
Charadrius_dubius,1,1,-0.1939206926373065,"NA",NA,1,38.7,-1.351646075,0.464285714285714,0
Elseyornis_melanops,0,1,NA,NA,NA,0.87,30,NA,NA,NA
Thinornis_rubricollis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Thinornis_novaeseelandiae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_forbesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_hiaticula,0,0,-0.06859279146561148,NA,NA,1.2,64,-1.540280909,NA,NA
Charadrius_melodus,0,0,NA,NA,NA,0.96,51.3,-1.113479022,NA,NA
Charadrius_semipalmatus,0,0,NA,NA,NA,0.9205,46.71,-1,NA,NA
Charadrius_pallidus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_pecuarius,1,1,NA,NA,NA,0.845,31.75,NA,NA,NA
Charadrius_vociferus,0,1,-0.05329641240146055,avoider,NA,1.163194444,82.3625,-1.171849633,0.428571428571428,0.09
Eudromias_morinellus,0,1,NA,NA,NA,NA,NA,-1.089463531,NA,NA
Charadrius_thoracicus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_obscurus,0,0,NA,NA,NA,NA,NA,-1.396490523,NA,NA
Charadrius_peronii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Charadrius_modestus,0,0,NA,NA,NA,1.241666667,77.63333333,NA,NA,NA
Phegornis_mitchellii,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Oreopholus_ruficollis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Ibidorhyncha_struthersii,0,0,NA,NA,NA,2.38,294,NA,NA,NA
Haematopus_palliatus,0,0,NA,NA,NA,NA,NA,-1.317888608,NA,NA
Haematopus_bachmani,0,0,NA,NA,NA,4.458333333,548.1333333,-1.038642346,NA,NA
Haematopus_ater,0,0,NA,NA,NA,5.15,825.6666667,NA,NA,NA
Haematopus_leucopodus,0,0,NA,NA,NA,4.55,658.925,NA,NA,NA
Haematopus_moquini,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Haematopus_longirostris,0,0,NA,NA,NA,4.3,588,NA,NA,NA
Haematopus_finschi,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Haematopus_unicolor,0,0,0.012916225266546011,exploiter,NA,NA,NA,NA,0.375,0
Haematopus_fuliginosus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Haematopus_chathamensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Haematopus_ostralegus,0,1,0.01931231103237252,exploiter,NA,4.35,514.45,-1.600019086,0.454545454545455,0.09
Recurvirostra_novaehollandiae,0,0,NA,NA,NA,2.00625,273.75,NA,NA,NA
Recurvirostra_americana,0,0,NA,NA,NA,2.098958333,325.6986111,-1.148275834,NA,NA
Recurvirostra_andina,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Recurvirostra_avosetta,0,0,NA,NA,NA,1.75,154.5,-1.411946356,NA,NA
Cladorhynchus_leucocephalus,0,0,NA,NA,NA,1.625,221.15,NA,NA,NA
Himantopus_novaezelandiae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Himantopus_leucocephalus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Himantopus_himantopus,0,0,NA,NA,NA,1.9,177.2525,-1.421603927,NA,NA
Himantopus_mexicanus,0,0,NA,"NA",NA,1.9,168.9,-1.257345128,0.428571428571428,0
Pluvianellus_socialis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Chionis_albus,0,0,NA,NA,NA,4.2,600,NA,NA,NA
Chionis_minor,0,0,NA,NA,NA,3.4,510,NA,NA,NA
Burhinus_superciliaris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Burhinus_bistriatus,0,1,NA,NA,NA,4.8,610,NA,NA,NA
Burhinus_grallarius,1,1,NA,NA,NA,4.3125,597.125,NA,NA,NA
Burhinus_oedicnemus,0,1,-0.0012214759166808697,"NA",NA,3.78,459,-1.377488383,0.4,0.33
Burhinus_senegalensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Burhinus_vermiculatus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Burhinus_capensis,1,1,-0.002995508979798167,avoider,NA,3.8,423,NA,0.458333333333333,0.17
Esacus_giganteus,0,0,NA,NA,NA,5.5125,1005,NA,NA,NA
Esacus_recurvirostris,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cariama_cristata,0,0,NA,NA,NA,11.55,1400,NA,NA,NA
Chunga_burmeisteri,0,0,NA,NA,NA,7.5,1298,NA,NA,NA
Falco_vespertinus,0,1,NA,NA,NA,2.7,142,-1.230448921,NA,NA
Falco_amurensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Falco_sparverius,1,1,-0.008501648295955455,avoider,NA,2.492261905,91.98492063,-1.204119983,0.454545454545455,0.28
Falco_moluccensis,1,1,NA,NA,NA,3.62,220,NA,NA,NA
Falco_dickinsoni,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_novaeseelandiae,0,1,-7.996801705640877e-4,"NA",NA,NA,NA,NA,0.375,0.24
Falco_femoralis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_rufigularis,1,1,NA,NA,NA,3.29,168.8,NA,NA,NA
Falco_chicquera,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Falco_berigora,0,1,NA,"NA",NA,6.416666667,547.15,NA,0.428571428571428,0.36
Falco_pelegrinoides,0,0,-0.0012214759166808697,"NA",NA,NA,NA,NA,0.4375,0.17
Falco_peregrinus,1,1,-8.991909706896895e-4,exploiter,NA,6.225,716.85,-1.361727836,0.470588235294118,0.17
Falco_subniger,0,0,NA,NA,NA,6.483333333,715.1666667,NA,NA,NA
Falco_jugger,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_biarmicus,1,1,NA,NA,NA,6.3,593,NA,NA,NA
Falco_rusticolus,0,1,NA,NA,NA,8.9,1229,-1.059647656,NA,NA
Falco_cherrug,0,0,NA,NA,NA,NA,NA,-1.361727836,NA,NA
Falco_hypoleucos,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Falco_mexicanus,0,1,-9.995003330836028e-4,"NA",NA,6.8625,638.38,-1.278435955,0.4,0
Falco_columbarius,1,1,NA,NA,NA,3.086666667,157.3944444,-1.161368002,NA,NA
Falco_deiroleucus,0,0,-0.0021975835434870916,"NA",NA,NA,NA,NA,0.333333333333333,0
Falco_longipennis,1,1,NA,"NA",NA,3.35,229.0083333,NA,0.428571428571428,0.21
Falco_concolor,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Falco_cuvierii,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_subbuteo,1,1,NA,NA,NA,3.4,227,-1.126879625,NA,NA
Falco_eleonorae,0,1,NA,NA,NA,3.825,335,-0.986771734,NA,NA
Falco_alopex,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Falco_fasciinucha,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_zoniventris,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_naumanni,1,1,NA,NA,NA,2.725,129.3666667,-0.984966074,NA,NA
Falco_severus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_araea,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_newtoni,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_ardosiaceus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_punctatus,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Falco_cenchroides,1,1,NA,"NA",NA,3.15,167.0833333,NA,0.444444444444444,0.28
Falco_tinnunculus,1,1,-0.0396336544863658,avoider,NA,4.025,183.25,-1.358449869,0.454545454545455,0.09
Falco_rupicoloides,0,0,NA,NA,NA,3.9,260,NA,NA,NA
Microhierax_caerulescens,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Microhierax_erythrogenys,0,0,-6.664445431603383e-4,"NA",NA,1.4,48.875,NA,0,0.09
Microhierax_latifrons,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Microhierax_melanoleucos,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Microhierax_fringillarius,0,1,NA,NA,NA,1.2,32,NA,NA,NA
Polihierax_insignis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Polihierax_semitorquatus,0,0,NA,NA,NA,1.45,51.15,NA,NA,NA
Caracara_plancus,0,1,0.019385384694329932,"NA",NA,10.5,1564.5,NA,0.444444444444444,0.28
Caracara_cheriway,0,1,NA,NA,NA,9.59,893.5,NA,NA,NA
Ibycter_americanus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Daptrius_ater,0,1,NA,NA,NA,5.47,363.3,NA,NA,NA
Milvago_chimango,1,1,-0.10395752343466413,exploiter,NA,4.05,300,NA,0.4375,0.33
Milvago_chimachima,0,1,NA,"NA",NA,NA,NA,NA,0.428571428571428,0.41
Phalcoboenus_australis,0,0,NA,NA,NA,10.5,1848.016667,NA,NA,NA
Phalcoboenus_megalopterus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Phalcoboenus_albogularis,0,0,NA,NA,NA,3,150,NA,NA,NA
Phalcoboenus_carunculatus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Spiziapteryx_circumcincta,0,0,NA,NA,NA,3.5,168.5,NA,NA,NA
Micrastur_mirandollei,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Micrastur_ruficollis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Micrastur_gilvicollis,0,0,-0.003593535510129975,"NA",NA,NA,NA,NA,0.25,0.32
Micrastur_buckleyi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Micrastur_plumbeus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Micrastur_mintoni,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Micrastur_semitorquatus,0,0,NA,NA,NA,6.22,631,NA,NA,NA
Herpetotheres_cachinnans,0,0,NA,NA,NA,7.1,610,NA,NA,NA
Polytelis_anthopeplus,0,1,NA,NA,NA,3.2,176.8,NA,NA,NA
Polytelis_alexandrae,0,0,NA,NA,NA,2.9,73,NA,NA,NA
Polytelis_swainsonii,0,0,NA,"NA",NA,3.4625,142.5875,NA,0,0.31
Aprosmictus_jonquillaceus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Aprosmictus_erythropterus,0,0,NA,NA,NA,3.35,138.25,NA,NA,NA
Alisterus_chloropterus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Alisterus_amboinensis,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Alisterus_scapularis,1,1,-0.1561486824899312,avoider,NA,4.39375,160.375,-1.443419462,0.444444444444444,0.36
Prioniturus_montanus,0,0,NA,NA,NA,3.83,118.5,NA,NA,NA
Prioniturus_mada,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Prioniturus_luconensis,0,1,-0.00531916147759981,"NA",NA,NA,NA,NA,0.333333333333333,0.23
Prioniturus_platenae,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Prioniturus_verticalis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Prioniturus_discurus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Prioniturus_platurus,0,1,NA,NA,NA,4.93,140,NA,NA,NA
Prioniturus_waterstradti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Prioniturus_flavicans,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittacula_himalayana,0,1,-0.244758861330437,NA,NA,NA,NA,NA,NA,NA
Psittacula_finschii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Psittacula_roseata,0,1,-0.05496155807397418,avoider,NA,NA,NA,NA,0.375,0.33
Psittacula_cyanocephala,0,1,0.03633192924739026,NA,NA,2.65,60,NA,NA,NA
Psittacula_eques,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Psittacula_krameri,0,1,0.5509275000531163,exploiter,2.1,3.6875,120.225,-1.531478917,0.4375,0.33
Psittacula_eupatria,0,1,-0.03681397312271617,avoider,NA,5.74,214,NA,0.428571428571428,0.36
Psittacula_caniceps,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittacula_columboides,0,1,NA,NA,NA,3.3,90,NA,NA,NA
Psittacula_calthropae,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittacula_longicauda,0,1,NA,NA,NA,3.89,107,NA,NA,NA
Psittacula_alexandri,0,1,0.021108963210235032,NA,NA,4.35,156,NA,NA,NA
Psittacula_derbiana,0,1,NA,NA,NA,6.32,251,NA,NA,NA
Tanygnathus_sumatranus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Tanygnathus_gramineus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Tanygnathus_megalorynchos,0,1,NA,NA,NA,7.23,316.2,NA,NA,NA
Tanygnathus_lucionensis,0,1,-0.009950330853167877,"NA",NA,6.35,215,NA,0.333333333333333,0.25
Psittinus_cyanurus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Geoffroyus_heteroclitus,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Geoffroyus_simplex,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Geoffroyus_geoffroyi,0,1,NA,NA,NA,3.7,131.5,NA,NA,NA
Eclectus_roratus,0,1,NA,NA,NA,6.5625,307.975,NA,NA,NA
Micropsitta_pusio,0,1,NA,NA,NA,0.98,14.5,NA,NA,NA
Micropsitta_meeki,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_keiensis,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_finschii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_bruijnii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Micropsitta_geelvinkiana,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Lathamus_discolor,1,1,NA,"NA",NA,2.4125,57.1875,NA,0.375,0.16
Eunymphicus_cornutus,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Eunymphicus_uvaeensis,0,0,NA,NA,NA,3,94,NA,NA,NA
Cyanoramphus_cookii,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoramphus_auriceps,0,0,NA,NA,NA,2.45,33,NA,NA,NA
Cyanoramphus_novaezelandiae,0,0,NA,NA,NA,2.25,59,NA,NA,NA
Cyanoramphus_malherbi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoramphus_unicolor,0,0,NA,NA,NA,4.025,87.225,NA,NA,NA
Cyanoramphus_forbesi,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cyanoramphus_saisseti,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittacella_brehmii,0,0,NA,NA,NA,3.16,107,NA,NA,NA
Psittacella_picta,0,0,NA,NA,NA,2.47,62.9,NA,NA,NA
Psittacella_modesta,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Psittacella_madaraszi,0,0,NA,NA,NA,2.07,38.95,NA,NA,NA
Prosopeia_personata,0,1,NA,NA,NA,5.1,420,NA,NA,NA
Prosopeia_tabuensis,1,1,NA,NA,NA,5.49,232,NA,NA,NA
Prosopeia_splendens,1,1,NA,NA,NA,NA,NA,NA,NA,NA
Barnardius_zonarius,0,1,NA,NA,NA,3.72375,139.295,-1.649286168,NA,NA
Platycercus_caledonicus,1,1,NA,"NA",NA,3.775,116.5583333,NA,0.428571428571428,0.35
Platycercus_elegans,1,1,-0.2761154360803153,avoider,NA,3.679166667,123.2333333,NA,0.428571428571428,0.36
Platycercus_icterotis,0,1,NA,NA,NA,2.566666667,53.86666667,NA,NA,NA
Platycercus_venustus,1,1,NA,NA,NA,2.25,78.5,NA,NA,NA
Platycercus_adscitus,0,1,NA,exploiter,NA,3.0375,89.75,-1.372727941,0.45,0.33
Platycercus_eximius,0,1,-0.4388998841944016,avoider,NA,2.791666667,101.3,NA,0.444444444444444,0.36
Psephotus_varius,0,0,NA,NA,NA,1.73125,56.7,NA,NA,NA
Psephotus_chrysopterygius,0,0,NA,NA,NA,1.5,37.2,NA,NA,NA
Psephotus_haematonotus,1,1,-0.02078253918252848,"NA",NA,2.020833333,59.16666667,-1.223755454,0.4375,0.33
Psephotus_dissimilis,0,0,NA,NA,NA,1.65,30,NA,NA,NA
Purpureicephalus_spurius,1,1,NA,NA,NA,3.49,99.7,NA,NA,NA
